N,P,K,ph,EC,S,Cu,Fe,Mn,Zn,B,label
186.9976281,65.97049611,263.020346,7.187558639,1.600928481,0.115570671,12.65638295,200.3206365,61.00329461,21.00620555,5.091795888,ragi
141.0186569,32.97729823,161.0127174,4.935497517,1.042741132,0.118213303,23.00509682,38.75367086,258.8736333,34.16161412,15.48235323,ragi
181.9942198,87.03197169,350.0081238,7.163664187,1.081102769,0.020895119,23.17475688,200.2873418,67.9428398,27.61275411,4.155671674,ragi
198.0369069,67.08939794,247.0058989,7.610213489,0.760438224,0.075977249,22.63803712,172.3773543,56.39468293,29.20031744,3.093838256,ragi
176.0236483,86.04100215,255.9851987,6.495017917,1.229754809,0.015436192,14.65450924,191.7981439,61.65598717,29.58298841,4.061742409,ragi
157.0075816,98.06773662,295.9809612,7.662875706,1.575491831,0.029583608,13.18395467,220.1930271,64.38519725,23.69808453,8.200542361,ragi
128.9926746,72.98036125,251.9178613,7.106430017,1.525916883,0.096410324,12.00699894,217.2298417,59.84842397,27.25020011,9.360110592,ragi
123.9397415,93.01848248,364.0016057,7.672722127,0.750207742,0.020367063,12.95022626,158.7905947,57.70668843,29.54585098,1.465896127,ragi
151.0513636,88.94145143,320.064777,6.273928427,0.661209576,0.137720627,22.75098213,86.66735148,57.79237554,18.25194727,2.040838848,ragi
197.0486888,85.0212252,336.0333431,6.044125979,0.98264774,0.077618734,17.45971807,131.4913105,60.92053565,23.45110414,5.003086674,ragi
120.8949027,80.92359871,356.0061913,6.972559063,0.927739158,0.000723149,16.37390925,182.5845442,55.66739877,22.46256077,3.41123448,ragi
176.9569203,80.94489519,323.014526,5.874899862,0.797007678,0.015266951,18.243106,56.20531902,61.00367818,25.16342951,3.834592255,ragi
112.9951555,53.00252413,333.0000455,5.624180612,1.341827711,0.065661318,10.68903838,102.4531967,65.54298291,27.47861786,8.975356484,ragi
181.9938053,87.01134765,350.0069881,7.04698947,1.25266847,0.048099711,23.26437148,200.2360323,67.96666799,27.57863418,4.065305471,ragi
136.9574621,94.98443681,326.0390152,6.303821099,1.496751632,0.025705255,16.23828084,225.5036661,56.80356946,20.45738431,1.08021778,ragi
140.0632211,100.0441725,338.9895504,5.805731281,1.175893013,0.123221077,11.67824033,84.50227818,63.1764951,19.89917948,2.03356923,ragi
118.0395645,96.95751507,368.9576762,7.054531559,1.002654897,0.065631409,12.33486004,130.7613908,64.5812603,18.59712832,2.154205535,ragi
113.9428755,70.00413953,348.0043302,7.200432073,1.541095862,0.012295166,19.73303767,76.45386592,61.78238469,19.47989004,3.446493047,ragi
178.9958385,60.97877289,308.988426,5.920132448,1.265379263,0.064823501,15.20471871,122.8729489,69.73604754,28.38306083,9.395788291,ragi
197.0045683,84.95720616,336.0050212,6.033816934,1.091191365,0.04475924,17.47416917,131.4792739,60.89090723,23.43857102,4.931211494,ragi
151.0534611,68.10741093,357.9467449,6.391032509,1.068051976,0.045725165,14.68033029,209.5618017,60.36366941,23.95831166,1.463809281,ragi
131.9162672,94.03349115,311.0468935,6.524080317,1.416596105,0.100457529,11.70093796,62.62999693,55.65778691,19.61707569,7.875736236,ragi
115.0060062,53.05280946,279.9491187,5.822365805,0.893834642,0.022144584,24.63494795,105.5317692,57.9909335,27.47304833,7.8741187,ragi
115.9919051,96.9237537,240.0043121,7.535859171,0.980489561,0.014046248,15.63629056,56.70633661,67.45933393,21.36885346,5.042352618,ragi
174.9485886,73.94256388,263.0146164,7.519338236,1.618763381,0.084776316,12.13910197,209.0602395,63.49071413,24.61315377,5.682725132,ragi
140.997472,76.0553695,263.0433412,6.987300879,1.001716549,0.044573258,18.29436246,127.2968639,61.62533954,25.04281941,8.679803366,ragi
124.9729286,96.96846027,250.0585392,7.181189985,1.37078913,0.121860399,14.66156909,218.3221404,69.14937727,21.58524694,6.597512413,ragi
113.9695317,69.95922107,347.9696624,7.267208268,1.53119146,0.086200854,19.70828717,76.4155352,61.83552118,19.47774316,3.370614167,ragi
183.0155752,54.0283121,261.0594322,6.144017089,1.651083947,0.060635485,14.41360069,194.7183552,65.4594598,25.93082383,5.395828053,ragi
192.9998433,77.97111561,331.9617006,6.301186814,1.565343417,0.077679958,13.67225816,101.7936787,63.83618589,18.58282058,8.71195977,ragi
190.9305699,80.05036962,254.9378437,6.772199267,1.424496581,0.05484285,24.59780337,70.72429626,66.12332509,19.75452819,2.280439315,ragi
162.9951339,57.05491776,232.9602342,5.858456804,1.525434659,0.025177037,13.21607635,52.50162124,61.31901054,19.81808959,2.91903984,ragi
128.9297595,73.02775862,252.0099409,7.092015025,1.630798275,0.03403872,11.98000346,217.2658689,59.78726977,27.32186356,9.412715771,ragi
163.0218404,56.92952285,233.0563442,5.919186274,1.573037643,0.011321398,13.20105552,52.48822176,61.32039092,19.82805815,2.911864967,ragi
154.9778962,56.00172784,317.0552611,5.898786265,0.863256518,0.039584986,13.50169331,157.8433528,57.29333879,23.66835103,4.14316995,ragi
114.041693,70.0528804,348.0225469,7.338798202,1.5174647,0.095415767,19.6831483,76.32901819,61.87315019,19.42992538,3.427078658,ragi
191.9371447,49.98398266,322.0373397,7.449300531,1.013779522,0.010026629,12.62414686,214.2980798,66.40811608,19.72914084,2.408259375,ragi
150.916688,67.94556251,358.0370947,6.390255359,1.12361688,0.105107345,14.63487316,209.4955724,60.3127017,23.84483509,1.476504953,ragi
192.9352756,78.06943306,331.9261625,6.339966664,1.65494708,0.060204642,13.58039251,101.7277809,63.7954623,18.68945096,8.805535926,ragi
117.9778599,96.97125185,368.9824538,7.112468218,1.04299628,0.01162747,12.27562706,130.7224629,64.58060896,18.58229816,2.05860145,ragi
141.9837081,82.93035691,352.0380633,7.738091926,0.574283746,0.024265047,13.23178517,149.7631977,66.00440808,26.59129595,7.07999082,ragi
179.0286785,86.00684162,301.0563879,7.744181296,0.744338324,0.052952898,13.7512723,248.453608,59.04694494,26.82663209,8.400212059,ragi
148.029314,84.02858612,261.0515362,7.181844239,1.36827907,0.062992983,22.96506689,109.9962361,67.29647175,25.66236376,3.220700345,ragi
155.0059954,56.06465571,316.9157069,5.816024199,0.828274374,0.042134537,13.54781953,157.7938907,57.39672162,23.72846458,4.098607441,ragi
128.916876,65.00606899,320.0342023,6.893056533,0.83195847,0.001694541,22.22912127,223.9288629,59.89462475,22.23548428,6.963549183,ragi
191.8921127,50.01154094,321.9680254,7.379649987,0.992727749,0.042954062,12.66856147,214.2106889,66.36139755,19.67782677,2.414592505,ragi
197.9472582,67.0369614,247.06146,7.748132437,0.732218045,0.086045377,22.46530813,172.4133094,56.41975479,29.2640807,3.036681002,ragi
145.9391128,77.02572189,367.9916412,6.945167419,0.995053886,0.029568533,22.34153484,247.8264613,67.98077471,21.8432072,2.990415007,ragi
151.993251,81.01472058,314.9960491,6.800840337,1.121932769,0.021457092,22.69380358,206.5227952,61.735832,25.89697316,9.405178552,ragi
188.0596702,88.9885661,273.0176588,5.843264435,0.864555222,0.080046546,24.64152316,88.41968256,66.79453489,23.38957422,4.008077147,ragi
113.0087128,79.0512739,238.9207582,7.971400399,0.917485809,0.064258388,13.56589186,218.1718682,66.87462365,18.68784676,6.019146647,ragi
112.9966339,52.91788529,333.0057686,5.799095115,1.224684483,0.063630787,10.64585448,102.3358282,65.6888709,27.44397734,9.004931323,ragi
193.0783419,77.95028735,332.0696497,6.348722915,1.510690474,0.016846973,13.64452696,101.6827576,63.75004967,18.67966307,8.753280564,ragi
173.9803997,78.91504481,299.97334,7.621229582,1.749103654,0.04538471,12.20419501,163.1550997,65.92203218,18.29400002,7.534148432,ragi
117.9973075,56.93594033,260.9463713,7.446330472,1.66054296,0.025579862,19.9778993,158.1492451,54.98911698,22.03796167,6.905370188,ragi
175.9673415,58.0367191,332.0273861,6.45110361,1.6675507,0.02624157,20.2590869,225.5989878,57.08996223,19.07384106,4.565794381,ragi
75.02982265,57.97494638,134.0988369,4.712132691,1.527260169,0.221752821,20.99504549,39.16852246,62.12368773,46.9785626,23.72770724,potato
114.9843123,42.00596632,170.9658095,5.011826291,1.978762386,0.040635238,25.99901151,39.08850447,276.3640418,34.39230332,20.25061629,potato
134.9269704,58.96499411,206.0575092,4.71070743,1.451755569,0.105303881,26.94071976,41.51099139,73.55573461,43.83051103,13.34083745,potato
67.13255512,79.9186493,136.1103175,5.213168804,1.429515083,0.153118725,20.99645887,38.96103682,234.6273166,30.08693226,15.85739819,potato
40.98396573,23.15279051,134.9695604,5.075723597,1.70039402,0.120128081,25.89643414,39.23438361,206.9966105,31.00566254,20.67184288,potato
49.02857742,45.05058773,90.0547451,5.833015735,1.937801782,0.159264621,19.04816989,40.23534624,91.12379229,32.66139521,14.85502195,potato
171.0148968,57.00978058,129.0543306,5.670592845,2.453764662,0.129784264,25.03354923,40.19741044,155.9011193,25.71285183,14.69804484,potato
61.95150227,51.91469238,133.0137557,5.002618861,2.593423513,0.050473993,26.93393229,40.45953401,125.7082673,45.02291031,21.55766585,potato
172.8977513,27.97175587,238.9967079,5.711686272,1.366503855,0.074765795,28.00760634,41.19472475,125.0587514,49.70422604,19.378545,potato
171.0241874,52.91745646,90.06657781,5.704967565,2.039671074,0.055621372,16.9863964,38.64668613,227.4574151,43.437538,22.15918121,potato
87.02263048,32.03050717,197.0413643,5.29397499,1.598415476,0.065840126,18.02064881,41.69789404,257.8734154,24.4865887,12.31900951,potato
57.02227009,43.04875555,174.9560466,4.867452284,1.85948993,0.150713899,16.96183053,39.92967444,158.2774232,34.01590293,19.66721385,potato
83.01052347,30.98432705,172.9781772,5.943680385,2.332502865,0.05347776,14.0113933,41.54959171,147.2510329,42.6629359,17.55402223,potato
131.0159567,55.0007451,130.0414611,5.30271367,2.470615852,0.00279151,14.99554445,41.01156203,92.58926541,45.66898374,21.50574002,potato
131.0118066,55.00996161,130.1105821,5.345096749,2.44190692,0.066157374,15.01532616,40.9231722,92.56684951,45.76643717,21.48556033,potato
167.0167947,22.04325953,93.96282589,4.967506933,2.439065076,0.077320069,10.01656888,41.20215254,119.1615097,30.50041148,20.04927476,potato
176.9648159,41.94712461,170.9866881,5.686378528,2.145187093,0.168242392,17.02056855,39.79291387,254.2019543,41.94129435,16.17208793,potato
87.96592808,24.98968649,206.9917077,5.104195493,1.69079337,0.048235826,13.010044,38.64230741,143.6147932,23.98960318,22.1196699,potato
78.98677554,19.07910075,130.8538736,5.387786438,2.492235889,0.055356837,25.02497018,41.74929305,67.52335802,38.79209262,20.23806666,potato
87.02855794,16.9753955,198.0190445,5.22934569,1.971002193,0.059568722,29.07279949,38.76541463,85.37898747,33.55007398,14.26113827,potato
52.04268801,38.08593882,56.9990149,5.060014809,2.01583348,0.093290352,18.99681074,38.68084445,199.8820128,41.12150355,16.63849928,potato
52.94332417,77.97796906,68.99814732,5.593032672,1.504569355,0.138877571,14.94207116,39.1737943,79.57956861,45.56988151,10.19454966,potato
76.05553722,37.98726339,197.0241817,4.96977934,1.642697174,0.08906631,23.93014172,41.58277488,135.6832033,20.52311811,10.09089183,potato
166.9501918,67.02159182,230.9009867,5.000528932,2.07787293,0.126463007,17.04391124,41.31267566,144.5873431,41.25716446,14.71437041,potato
116.0574987,28.06150454,106.0774613,5.167090538,2.010847214,0.086192681,25.04085791,41.38036767,293.1628882,27.76252748,10.84885778,potato
148.9687639,36.88774087,247.0210457,4.629274917,2.294507154,0.012801655,20.99364782,39.77654165,82.52632975,46.89562409,21.33963022,potato
71.94428642,31.91333758,195.9991047,6.048249901,1.991446782,0.081668918,28.99078026,40.38495121,116.8493422,23.37562551,13.26820982,potato
143.0008111,79.00108344,137.0150351,4.777898449,1.955330584,0.055549883,18.08217244,40.4124429,76.16651224,43.67310933,18.21816654,potato
155.9795965,68.96034603,230.966542,5.343459464,2.016941399,0.168591577,25.9960787,38.46129592,146.7283899,37.73990895,24.62164445,potato
131.0209168,24.01167064,121.0025577,4.961962843,2.260752338,0.078137996,22.00830522,40.09201856,94.37283567,24.98373209,23.73382314,potato
166.9444556,22.00866808,94.03225217,4.922878738,2.429427165,0.078030676,10.00875647,41.27416039,119.0977784,30.46284333,20.06204568,potato
99.95502099,22.04028236,154.9592987,4.861321331,1.46647687,0.093548514,13.00672572,41.11065605,102.464773,34.33717809,11.04720228,potato
143.9935499,70.96741205,137.9716545,4.735599579,1.526263755,0.121594359,15.94219764,41.26339395,165.5516775,31.68318976,18.42708765,potato
82.9867241,31.06873079,173.05675,6.100992712,2.301630483,0.080512454,14.00053805,41.5624846,147.1853018,42.59413558,17.65154553,potato
99.92959643,21.98270841,154.9658605,4.920442268,1.384183825,0.14812883,12.94834416,41.23624817,102.4364322,34.39989228,10.99985589,potato
40.91222622,36.05116928,57.87343902,4.627830124,2.505503717,0.123203882,22.95782584,41.49690398,160.6247547,33.80627632,22.58881827,potato
150.0235047,15.04948918,229.0229222,4.627284009,1.697818863,0.073829281,27.90837439,40.06165599,144.7528041,35.67532354,24.08650278,potato
173.0804681,28.08932955,239.066051,5.800811082,1.420100713,0.122101043,27.97418604,41.1135463,125.0048508,49.63688458,19.38907729,potato
37.01850352,76.04606957,110.0057283,5.607686441,1.812308831,0.099430706,29.97363038,38.18498388,145.3706129,45.72317988,23.24873719,potato
88.03620151,59.06061372,250.0127527,5.743201504,1.973508973,0.075743147,28.99056608,38.37202289,163.2992629,42.86788856,18.92428734,potato
139.9948751,62.05352713,86.0512157,4.567564559,1.723724262,0.168609243,23.00080044,41.44395475,234.1947113,34.55850833,13.16837064,potato
78.97592857,18.99301446,131.062832,5.374064016,2.483497839,0.006643555,25.0015983,41.72711394,67.53822004,38.80498034,20.38512702,potato
114.0367431,61.00318111,243.0327878,5.510386254,1.374617992,0.075800278,14.9773669,38.23468315,80.70868705,26.06155157,13.41987878,potato
87.95866589,59.02217597,250.0459244,5.867744426,1.897465727,0.089769967,28.98374774,38.41259389,163.4141855,42.9175352,18.91938139,potato
167.0150547,21.92432043,94.03157564,4.938057032,2.520426689,0.073934009,10.00702663,41.2159641,119.1094883,30.49313269,20.01953432,potato
135.9151963,52.0162909,224.0737584,5.114221578,1.815779379,0.084445139,24.942385,38.49574089,288.8646256,29.82862098,22.14236671,potato
96.96297622,21.03309554,56.88851334,5.345494637,1.641050596,0.074873301,23.98513342,40.07187689,232.7454992,31.04726633,21.46773144,potato
80.99737188,18.93083037,58.02156248,5.260657566,2.018708611,0.072232183,26.92959333,41.53690892,56.86466573,29.21885711,20.05316801,potato
165.0338288,45.94627974,91.08137216,5.038148751,2.41427288,0.066649745,25.08222968,40.41410303,206.1956112,36.55863498,20.74258109,potato
135.0746204,59.00632667,206.0125898,4.857102239,1.533173136,0.102714347,27.07655886,41.58331567,73.68173314,43.93966347,13.47512074,potato
66.98749088,79.96345632,136.0161196,5.252751411,1.452739477,0.185673749,20.95915499,38.8969318,234.4592035,30.06687537,15.81700278,potato
171.0343264,17.97073328,158.0313326,5.753728273,1.877801499,0.033239239,22.07219977,38.18763822,97.12303771,32.54816554,22.78999358,potato
135.8977251,52.05477791,223.9882074,5.135066263,1.716179028,0.045786204,25.08056546,38.5165196,289.0249975,29.87572995,22.23476138,potato
114.9973182,41.96289832,171.034416,5.054240432,1.988589817,0.153867808,26.14924656,39.12010229,276.2268637,34.37573031,20.13038887,potato
87.98087198,24.94060764,206.9195375,5.067172813,1.551839301,0.122006033,12.99160627,38.72909229,143.5246317,23.92379508,22.13054455,potato
75.91891342,37.99248719,196.9605182,4.893287439,1.659755786,0.107758524,23.99441349,41.59261332,135.5653305,20.4597604,10.07905136,potato
79.09149813,19.08090034,131.0561326,5.406757381,2.444620588,0.091376757,25.03881961,41.72569427,67.5351186,38.78962194,20.3710677,potato
170.9994298,35.02713256,195.9262558,5.677256484,2.0398279,0.058713987,14.01312664,38.70204408,139.2652644,46.6945388,16.24724596,potato
172.9610857,28.02358724,239.0130108,5.803665263,1.457102761,0.143910392,28.02591699,41.10808553,125.0026689,49.67175218,19.26271027,potato
48.99280345,45.05127105,89.9195216,5.767758956,1.977915565,0.030681509,18.99413095,40.14902363,91.14725862,32.70637052,14.87818086,potato
136.0139856,52.01963279,223.9596812,5.144198656,1.819385288,0.104700652,24.99991566,38.43228392,288.9188265,29.92391416,22.1629233,potato
103.10199,34.96018098,69.07913555,5.643248325,1.447810189,0.125455967,19.10587745,38.46406291,184.1469977,37.92079274,11.03295671,potato
114.9556306,42.06005717,171.0234519,5.064421937,1.947420675,0.136117724,25.91295474,39.0819036,276.3447862,34.35180899,20.09706544,potato
151.0476301,68.01360398,145.0757797,5.610700718,2.0723721,0.066301907,24.01263447,40.96646282,223.6332161,43.51161822,13.75131253,potato
155.9634174,69.01104588,231.051723,5.240118654,1.977822583,0.179289108,26.07134982,38.52514004,146.7338798,37.80804745,24.68336543,potato
71.96573442,32.01524716,196.0444819,5.96242932,1.993929663,0.078844543,28.93305657,40.33706652,116.840251,23.30136765,13.19640419,potato
151.0975126,56.99514561,105.9375494,5.727988706,1.879171459,0.033383393,12.97293313,40.18787393,248.2309726,26.02202381,16.9209695,potato
176.9950573,41.97354248,170.9226925,5.713690618,2.2205904,0.053901445,17.03270037,39.72563686,254.1197798,41.93295097,16.15886301,potato
171.0545461,57.01115221,129.0415364,5.600840583,2.448761454,0.031739876,25.06035653,40.22323193,155.9960381,25.67435558,14.82078101,potato
155.0912007,19.03219765,113.0045259,5.79314851,2.376753285,0.036498117,22.00125894,38.98141645,198.6797897,37.82183412,13.04847569,potato
33.95919755,65.03408242,152.0329494,5.721552572,2.460301223,0.009661202,18.05246475,38.17503836,92.7038257,44.70850715,15.62708871,potato
94.96893985,20.02737464,143.0181822,5.246976988,1.82217515,0.02173794,21.97121665,39.87512441,278.3543638,29.2671658,12.01996154,potato
71.96784048,32.02078105,195.9912618,5.923727887,1.980575774,0.039946401,29.03564956,40.45634853,116.9194858,23.26158174,13.3084402,potato
168.1050097,32.92182577,167.0172211,5.767170018,2.356104088,0.025422035,12.95430549,40.28994469,286.8673559,42.78797604,12.69463998,potato
176.9916462,41.98286148,170.9647444,5.720387756,2.125851918,0.143302399,16.91294997,39.75728891,254.0758555,41.9803044,16.07087812,potato
101.9074226,16.91647736,58.04357263,5.566812604,1.78129892,0.047840792,15.93267381,38.15076889,109.1265147,22.54161709,22.98245398,potato
102.0127479,16.97921675,57.95591677,5.62374478,1.820525031,0.122611726,16.0100035,38.18126635,109.1203949,22.45525974,22.87244519,potato
143.9789367,70.99519418,138.0166506,4.79963973,1.495836102,0.079662409,16.04121307,41.25200106,165.6036687,31.70304155,18.4316307,potato
87.01482475,58.96277297,128.0294475,5.957914232,1.646101362,0.174601456,23.06242862,39.44083217,169.1154835,30.72642042,12.25111422,potato
66.92757367,80.00175969,135.9901531,5.273501041,1.45721364,0.226725806,20.98042958,38.96400945,234.5486327,30.15068447,15.9416229,potato
52.97274887,55.98937961,86.99394339,5.2442187,1.613063884,0.071707163,16.01981547,38.17614709,169.8624214,42.50989743,22.32814902,potato
168.0755122,33.07815526,167.0173786,5.84463353,2.374591647,0.093303322,12.95487681,40.27075544,286.7906024,42.62139221,12.7354111,potato
101.957701,16.98740169,58.01000256,5.518229574,1.707195547,0.118035594,16.02877045,38.17299465,109.1339371,22.4488275,22.83910873,potato
171.0463785,57.00583381,128.979602,5.61665878,2.4900832,0.096971574,25.0402125,40.16310431,155.9275307,25.73800482,14.68891536,potato
32.95585135,17.00392111,149.9210494,5.148171418,1.809929051,0.103327499,29.01399509,41.31833191,107.2259527,21.68892135,19.78958015,potato
68.06759891,69.01199411,175.0455637,5.007497996,2.283807647,0.161797393,18.94966702,41.19122335,238.4235565,45.6457334,12.19346263,potato
96.02938182,59.07713943,171.0496619,5.615496375,2.02782305,0.122066872,11.07607051,39.44375202,152.9824643,45.62144881,21.09557997,potato
117.9906647,45.93718074,190.9195256,5.786678837,1.961436357,0.084105946,27.01531708,40.14625904,68.28572584,31.16583133,14.80333455,potato
53.04657152,78.03763383,68.90810724,5.576567001,1.513415952,0.193025803,15.01777465,39.06172162,79.5212599,45.66984746,10.28826618,potato
80.94264869,18.93973,57.95200059,5.290046145,1.966945173,0.150329936,26.98007958,41.5402411,56.80932057,29.23425291,20.14383369,potato
77.95348342,25.90120422,185.0728363,4.871544443,2.18054646,0.146311604,10.00172824,41.13357103,241.8585817,21.28270747,16.27270573,potato
79.90014741,66.93947238,115.9141537,5.523279977,2.227295975,0.027756238,14.93000313,40.40779731,75.07733504,47.80948642,14.90998336,potato
108.9328136,66.04130525,195.067516,5.744630246,1.684127833,0.056839193,27.04095586,38.4264349,254.1175766,32.00630281,19.636655,potato
107.9526467,77.08103312,117.9433824,4.645997078,2.329515407,0.156132208,22.98169036,40.0415194,266.3460444,49.18856764,14.02166286,potato
115.9115313,28.01255085,105.9430088,5.206432754,2.026971617,0.007766688,24.98750225,41.38026836,293.1399317,27.7326284,10.9576302,potato
87.06202664,58.96080362,127.9924129,6.003089321,1.604161128,0.109758551,22.9784888,39.44168548,169.188071,30.79563043,12.36601635,potato
79.98077225,67.00355615,115.9877371,5.621983758,2.230339298,0.154365342,15.08420093,40.40639871,74.97053577,47.75379723,14.84697542,potato
51.97544391,37.95152145,57.09905544,5.106839924,1.91844845,0.033286315,19.01357052,38.69789392,199.9176498,41.03019644,16.70481897,potato
139.954054,61.87970495,86.00947634,4.659933976,1.686754051,0.138660538,22.99072019,41.40279757,234.2167928,34.57001582,13.19231722,potato
135.0729244,58.98279112,206.0186289,4.831887171,1.523492682,0.107974504,27.0184857,41.65786854,73.58392006,43.92000209,13.43907871,potato
